name,lat,lng
Sykeston,47.466,-99.3993
Tyaskin,38.3196,-75.8729
Maramec,36.2419,-96.6805
Nelson Lagoon,55.8451,-161.6103
Blacktail,48.4327,-103.74
Colon,41.2981,-96.6069
Sula,45.8453,-113.9629
Dimock,43.4764,-97.9888
Morse Bluff,41.431,-96.7666
Spencer,43.7273,-97.5911
Tarrytown,32.3187,-82.5595
Nemaha,40.3388,-95.676
Glen Lyn,37.3727,-80.858
Helmville,46.8614,-112.9629
Aullville,39.0175,-93.6779
Coolidge,38.0415,-102.0078
Chelan Falls,47.7994,-119.9882
Fort Bridger,41.3184,-110.3894
Oxly,36.6025,-90.679
Cullison,37.6303,-98.9054
Struble,42.8944,-96.1946
Friendly,39.5137,-81.0618
Yankee Lake,41.2682,-80.568
Promise City,40.7474,-93.1498
Sims,40.5006,-85.854
Brayton,41.5447,-94.9302
Wilburn,35.5087,-91.8884
Millston,44.1885,-90.6446
Plover,42.8766,-94.6223
Casas Adobes,32.8095,-107.9391
Long Barn,38.0957,-120.1285
Marysville,46.7502,-112.3026
Loma,47.9511,-110.4887
Kansas,33.9029,-87.5568
Cow Creek,44.5538,-100.4754
Woodford,42.6476,-89.8599
Zwingle,42.2972,-90.6874
Alvo,40.8723,-96.3865
McKinley,47.5088,-92.4057
Monument,41.1112,-77.7042
Fremont,38.4556,-111.6148
Spring Hill,45.5232,-94.8317
Sunburg,45.3476,-95.24
Blenheim,34.5098,-79.6526
Loma Linda West,26.4205,-98.9304
Zion,34.2587,-79.3116
Farwell,41.2156,-98.628
Atlanta,37.4358,-96.767
Carpenter,43.4151,-93.0172
Cyr,47.0002,-114.5879
Kipp,38.785,-97.4568
Dora,33.9334,-103.3369
Silver City,39.2639,-119.6357
St. Louis,35.0812,-96.8598
Driscoll,46.8427,-100.1439
Weeksville,47.5309,-115.0083
Lowell,40.8343,-91.4387
New Amsterdam,38.1022,-86.276
Nibbe,45.9819,-108.0272
Taylor,42.0692,-110.9865
Leon,33.8773,-97.4291
Palmyra,37.8652,-78.2627
Free Soil,44.1071,-86.211
Oasis,32.9277,-107.3164
Schooner Bay,37.763,-75.768
Garvin,44.2142,-95.7607
Swedesburg,41.106,-91.5533
Marvel,37.1112,-108.1262
Bethesda,35.7892,-91.7992
Raymer,40.608,-103.8434
St. George,56.5791,-169.6114
Dunbar,45.647,-88.1754
Loving,33.2628,-98.5156
Niles,38.9688,-97.4574
Blandville,36.9441,-88.9646
Silerton,35.3424,-88.8098
O'Brien,33.3802,-99.8438
Adeline,42.1406,-89.4919
Crystal,48.5981,-97.6685
Guinda,38.8274,-122.1984
Wright,46.6725,-93.0069
Makoti,47.9633,-101.8029
Hazel Run,44.7484,-95.7165
Ahmeek,47.2985,-88.3971
Heartwell,40.5699,-98.7891
Turner,48.8469,-108.4006
Agar,44.8397,-100.0732
Whale Pass,56.1053,-133.1243
Foundryville,41.0775,-76.2355
Pinhook Corner,35.5314,-94.8911
Scottville,39.4777,-90.1038
Old Ripley,38.8927,-89.5722
Willard,39.0941,-95.9427
Lake Annette,38.6544,-94.508
Spaulding,35.0132,-96.4404
Datto,36.3925,-90.7285
Stone Lake,45.8445,-91.5502
Crane,43.4179,-118.5875
Oyens,42.8198,-96.058
Zarephath,40.5362,-74.5744
Rutland,46.0543,-97.5068
Bergland,46.5913,-89.5754
Edgerton,43.4134,-106.2474
Pelkie,46.8124,-88.6373
Golden Acres,35.2112,-107.9182
Como,36.5011,-77.0073
Robeline,31.6898,-93.3039
Macdoel,41.8263,-122.0059
Forest Hill Village,48.1208,-114.2618
Jacksonville,39.5877,-92.4728
Winstonville,33.9123,-90.7528
Ledyard,43.4192,-94.1593
Hunter,36.8867,-90.8483
Ranger,34.5013,-84.7111
Country Life Acres,38.6223,-90.4554
Stewart,33.4522,-89.4381
Carbon Hill,39.5021,-82.2426
Felt,36.5633,-102.795
Weldon,35.4479,-91.2315
Peoria,44.4508,-123.2043
Oral,43.41,-103.2648
Wet Camp Village,33.1413,-111.9004
Park,39.1117,-100.3614
Warwick,47.8547,-98.7056
Chuathbaluk,61.5746,-159.2489
Sailor Springs,38.7645,-88.3602
Hannaford,47.3141,-98.1889
Osco,41.3465,-90.2827
Valmont,40.0341,-105.2058
Pontoosuc,40.6284,-91.2112
Drummond,46.3437,-91.25
Dexter City,39.6593,-81.4739
Catlett,38.654,-77.637
Colburn,40.5188,-86.7122
Argonne,45.6582,-88.8777
Beaver,66.383,-147.3219
East Verde Estates,34.2983,-111.3645
Popejoy,42.5938,-93.4278
Sundown,36.5645,-92.6418
Buckhorn,37.3461,-83.4695
Coburn,40.8653,-77.4634
Eagle Creek Colony,48.7021,-111.2031
Anvik,62.6541,-160.214
Clitherall,46.2743,-95.631
Arrowhead Lake,39.4757,-75.3174
Mount Moriah,40.3293,-93.7971
Tonyville,36.2474,-119.0903
Volant,41.1132,-80.2589
Rives,36.0945,-90.0115
Ivan,33.9019,-92.4332
La Cueva,35.8694,-106.6485
Antimony,38.103,-111.9823
Alleghany,39.4666,-120.8411
West Union,45.7965,-95.0925
Crystal Rock,41.4476,-82.8422
Kennedy Meadows,36.0076,-118.1099
Vining,39.5674,-97.2937
Daniel,42.8657,-110.0766
Fenwick,38.2287,-80.5803
Blawenburg,40.4056,-74.6971
Dotyville,36.8515,-94.9098
Russellville,38.8189,-87.53
Mosby,39.3165,-94.3094
Cogswell,46.107,-97.7842
Neville,38.8123,-84.2115
Tamarack,46.6529,-93.125
Brady,48.0279,-111.8441
Ute Park,36.5467,-105.1038
Smithville,36.0799,-91.3027
Alicia,35.8929,-91.0835
Omaha,36.4583,-93.191
Kasaan,55.5572,-132.4136
Bruno,41.283,-96.9607
Brooklyn Heights,37.1694,-94.3856
Teterboro,40.858,-74.0594
Bejou,47.4429,-95.9727
Willowbrook,38.1012,-97.9919
Brock,40.4804,-95.9601
Downieville,39.5701,-120.8213
Axis,30.9309,-88.018
Hungerford,29.404,-96.0837
Winterhaven,32.7372,-114.6378
Alexandria,40.2475,-97.3878
Bow Valley,42.7154,-97.2521
Clappertown,40.4029,-78.2779
Big Stone Colony,47.4001,-111.2092
Nara Visa,35.6068,-103.1043
Pulaski,41.5108,-84.5079
Twin Lakes,38.1695,-119.3422
Hudson,38.1049,-98.6609
Baldwin Park,38.7938,-94.2465
California,38.9184,-84.2636
Pisek,48.3107,-97.7104
Red Banks,34.8347,-89.5634
Ringgold,39.7092,-77.5688
Brownington,38.2453,-93.7227
Alleene,33.7648,-94.2622
Jamestown,33.2858,-79.6945
Comstock,41.5572,-99.243
Belvidere,35.1281,-86.1881
Luray,32.8142,-81.2403
Lowgap,36.5231,-80.8671
Sarahsville,39.8075,-81.4693
Belmore,41.1548,-83.9417
Pyatt,36.2509,-92.8443
Cherokee,39.6514,-121.5345
Formoso,39.7784,-97.9927
Mineola,41.1414,-95.6947
Rowena,43.5191,-96.5561
Moccasin,36.9099,-112.7546
Bryce,32.9258,-109.8229
Lakeside Village,34.8003,-98.3809
Mehan,36.0457,-96.9401
Prathersville,39.3153,-94.2738
Tippecanoe,40.2737,-81.2812
Olowalu,20.8222,-156.6169
Seconsett Island,41.5662,-70.5123
Whitewater,37.2368,-89.7978
Prospect,35.0219,-86.999
Springerton,38.1786,-88.3548
Odessa,40.6991,-99.2544
Peaceful Village,38.467,-90.5427
Mount Auburn,39.8123,-85.1905
Stockholm,44.4852,-92.2633
Colona,38.3276,-107.7793
Marseilles,40.7011,-83.3924
Lone Oak,33.1723,-84.8173
Rocky Mound,33.029,-95.029
Dixon,42.4155,-96.9948
Hamilton,41.1705,-92.9041
Edmond,39.6272,-99.8199
Alderpoint,40.1613,-123.6158
Falcon Mesa,26.8706,-99.2907
Kingston,39.2101,-117.0679
Bloomingville,41.3554,-82.7299
Fidelis,30.9343,-87.0245
Fort Klamath,42.7048,-121.9943
Olean,38.4103,-92.53
Carter,47.7812,-110.94
Las Lomitas,27.3378,-98.6629
Weston,41.3423,-95.7448
Johannesburg,35.3719,-117.6419
Box Canyon,29.5335,-101.1586
Floyd,34.2288,-103.5526
Jacksonburg,39.5304,-80.6404
Oxbow,44.2893,-75.6262
Caddo Gap,34.4025,-93.6179
Cuartelez,35.9929,-106.0196
Graham,33.4552,-85.323
Erin Springs,34.8112,-97.6056
Kenilworth,39.6803,-110.8146
Buchanan,36.434,-88.2027
Clifton Hill,39.4387,-92.6642
Dante,43.0399,-98.1856
Romeville,30.0676,-90.8341
Crescent Mills,40.1008,-120.9217
Gold Mountain,39.7613,-120.5191
Clontarf,45.377,-95.677
Bogota,36.162,-89.439
Calzada,18.0054,-66.564
Byron,40.0048,-97.7686
West Line,38.6359,-94.5869
Homewood,40.8133,-80.3294
Bandana,37.1447,-88.9418
Emington,40.9693,-88.3578
Mound City,45.7262,-100.0688
Garrison,46.5259,-112.8205
Quamba,45.9155,-93.1752
Cornucopia,46.8566,-91.1082
San Pedro,35.228,-106.1848
Odin,38.5654,-98.6087
Townsend,45.3241,-88.5904
Ralston,42.0418,-94.6293
Utica,38.6427,-100.1698
McClave,38.1315,-102.8504
Hannasville,41.4716,-79.9311
Viola,46.8389,-117.0189
Providence,32.3424,-87.7761
Burchard,40.1493,-96.3488
New Middletown,38.1644,-86.0508
Tecolote,35.4604,-105.2842
Mobeetie,35.5291,-100.4394
Malcolm,31.1946,-88.0016
Peak,34.2363,-81.3288
Lake Tomahawk,45.811,-89.5873
Sunland Estates,47.074,-120.0284
Norcross,45.8687,-96.1964
Mertens,32.0588,-96.8937
Blackburn,36.3731,-96.5965
Sylvarena,32.0144,-89.3818
Ratamosa,26.2006,-97.8445
Why,32.259,-112.7307
Daisy,34.2349,-93.7405
Argenta,45.2788,-112.8607
Blakeslee,41.5243,-84.7309
Kickapoo Site 1,39.7145,-95.6484
Istachatta,28.6634,-82.2726
Pence,46.4104,-90.2695
Glen Allen,37.3171,-90.0282
Harmon,41.7194,-89.556
Mackey,38.2518,-87.3914
McIntire,43.436,-92.5936
Macksburg,41.2147,-94.1851
Gum Springs,34.0639,-93.0957
Houghton,40.7836,-91.61
Whiteside,39.1842,-91.0168
Glasgow,40.6444,-80.508
Canaan,38.8661,-85.2996
Alpine,34.2268,-93.3783
Toyah,31.3125,-103.7946
Earl,34.2033,-96.8893
Genola,45.9653,-94.1129
Eastabuchie,31.4335,-89.2847
Uncertain,32.7064,-94.1269
Barronett,45.6363,-91.9942
Jones Mills,34.4427,-92.8923
Cylinder,43.0902,-94.5513
Trona,35.815,-117.3449
Maiden Rock,44.5659,-92.3082
Panola,34.9273,-95.2099
Twin Lakes,48.2622,-118.3591
Maxbass,48.7225,-101.1426
Verona,46.3626,-98.0771
Agenda,39.7066,-97.4322
Pawleys Island,33.4269,-79.1246
Pena,26.4155,-98.97
Goodwin,44.8775,-96.8497
Pleasant Plain,41.1472,-91.8596
High Bridge,37.8299,-84.7096
Driftwood,30.133,-98.0373
Bug Tussle,35.0293,-95.6836
Bartow,38.5422,-79.7859
Putnam,32.3703,-99.1955
Nimrod,46.6375,-94.8805
Florence,38.7837,-84.9236
Derby,40.9303,-93.4565
Squaw Lake,47.6276,-94.1381
Gove City,38.9595,-100.4871
Bairdstown,41.1712,-83.6073
Radar Base,28.8568,-100.5336
West Middletown,40.2432,-80.4253
Bowring,36.879,-96.1202
Fairview,43.2221,-96.4876
Milfay,35.7518,-96.5592
Dolliver,43.4636,-94.6142
Taylors Island,38.4734,-76.3128
Tumacacori-Carmen,31.5771,-111.0468
Windom,38.3841,-97.9102
St. Clement,39.2829,-91.2098
Lago,26.0885,-97.6132
Orchard,43.2276,-92.776
Shell,44.5346,-107.7844
Hat Creek,40.8101,-121.4809
Adamsville,41.5111,-80.3716
Eagle Lake,41.3702,-87.5552
Frisbee,36.3516,-90.0299
Wolf Summit,39.2822,-80.462
Fellows,35.178,-119.5472
Grand View,46.368,-91.1036
Pilot Point,57.5585,-157.6798
Dellrose,35.1159,-86.8036
Eagle,42.8098,-84.7909
New Pine Creek,42.0014,-120.3043
Nogal,33.5382,-105.7119
Slana,62.6294,-143.567
Northwest Stanwood,48.2624,-122.3501
East Burke,44.5875,-71.9403
Elk Falls,37.3733,-96.1934
Blue Springs,31.6635,-85.5035
Epping,48.2817,-103.3579
West York,39.1689,-87.673
Cowlington,35.3105,-94.7878
Tuskahoma,34.6272,-95.2779
Arispe,40.9484,-94.2192
Pawnee,28.6483,-98.0083
Outlook,48.8888,-104.7849
Toronto,41.903,-90.8629
Palo Verde,33.4278,-114.7272
Woodloch,30.2173,-95.4132
Black Hawk,39.8043,-105.495
Kildare,36.8085,-97.0499
H. Cuellar Estates,26.5611,-99.1258
Wiota,41.4007,-94.8872
McCaskill,33.9187,-93.6417
Herbster,46.8422,-91.2419
Benedict,37.6269,-95.7433
Ulmer,33.0987,-81.208
New Trier,44.6038,-92.9329
Lebanon,45.0688,-99.7664
Lawrence Creek,36.0838,-96.4267
Wentworth,36.9932,-94.0756
Bache,34.8942,-95.6506
Belleair Shore,27.9173,-82.8455
Schuyler Lake,42.7786,-75.0335
Marietta,33.1735,-94.5425
Bivalve,38.3054,-75.8847
Melvina,43.8024,-90.7815
Bald Eagle,40.7262,-78.1902
Douglas,47.8579,-101.5018
Chelsea,45.2927,-90.3054
Fluvanna,32.8833,-101.1415
Horace,38.4769,-101.7905
Gunn City,38.6659,-94.164
Home,39.8415,-96.5199
Kimbolton,40.1507,-81.5758
Plum Branch,33.8482,-82.2587
Drasco,35.6338,-91.9418
Germantown,38.6559,-83.9643
Needham,31.987,-88.3366
Henry,41.998,-104.0461
Bishop Hill,41.1998,-90.1175
Jeisyville,39.5792,-89.408
Pine Grove,48.6501,-118.6839
Kendrick,35.7853,-96.7755
Marcelline,40.1185,-91.3683
Catarina,28.3499,-99.6161
Mentor,38.7407,-97.5979
Tallapoosa,36.5061,-89.817
White Earth,48.3799,-102.7718
Lucien,36.2747,-97.4551
Georgetown,35.1267,-91.4539
Riverton,40.0897,-98.7597
Bear Valley,37.5697,-120.1199
Yale,39.1203,-88.0246
Bentley,34.2174,-96.0797
Realitos,27.4454,-98.5303
Tobias,40.4185,-97.3367
Cooke City,45.0187,-109.9119
Government Camp,45.3022,-121.7527
Maxville,46.476,-113.2355
Goodsprings,35.8319,-115.4352
Oto,42.2821,-95.8944
Kohls Ranch,34.321,-111.0838
Amanda Park,47.4532,-123.9194
Arrow Point,36.544,-93.6223
Brandon,45.466,-112.1339
Cale,33.6278,-93.235
Chester,35.6778,-94.1778
Baring,40.2447,-92.2059
Mutual,40.0795,-83.6368
Moffat,38.0027,-105.9065
Manor,31.1044,-82.5665
Hidalgo,39.1559,-88.1491
Lasana,26.2585,-97.695
Covel,37.4907,-81.3195
Live Oak,34.056,-78.9397
Hazel Green,37.7999,-83.4173
Bock,45.7845,-93.5528
Starkville,37.1169,-104.5231
Oak Ridge,32.6244,-91.7731
Shellytown,40.4091,-78.2105
National,39.6111,-78.9401
Black Springs,34.4607,-93.7123
Cougar,46.0493,-122.3034
Tennessee,40.4114,-90.8363
Vance,33.4365,-80.4201
New Pine Creek,41.9872,-120.3009
Lowell Point,60.0629,-149.4898
Evergreen,37.5486,-92.5961
Hamlin,39.9156,-95.6275
Mooresville,34.6257,-86.8802
Moundville,37.7646,-94.451
Old Appleton,37.5939,-89.7108
Websters Crossing,42.6662,-77.6367
Pine Grove,45.1135,-121.3553
Lamy,35.4854,-105.8863
Simpson,39.386,-97.934
Babcock,44.3044,-90.1076
Manchester,39.0933,-97.3201
Guilford,40.1685,-94.7358
Trego,45.9048,-91.8287
Ten Broeck,38.2976,-85.5807
Jovista,35.794,-119.1896
Nielsville,47.5293,-96.8157
Marietta,40.4995,-90.3931
Landess,40.6126,-85.5592
Triumph,41.4994,-89.0199
Meadow Acres,42.8593,-106.0953
Rothville,39.6539,-93.0635
Big Arm,47.7936,-114.2701
Bickleton,46.0056,-120.3081
Codell,39.1954,-99.1702
Skanee,46.8789,-88.204
Dell City,31.9349,-105.1998
Wheaton,39.502,-96.3189
Dougherty,42.922,-93.0361
La Carla,26.4354,-98.7406
Olivet,43.243,-97.6747
Prosser,40.6877,-98.5777
Detroit,38.936,-97.1269
Westdale,27.9657,-97.9937
Martin,41.2581,-101.7091
Sarben,41.1662,-101.3043
Rimini,46.4919,-112.2496
Alsea,44.3815,-123.5958
Dorchester,39.2711,-74.9729
McKay,45.4923,-118.6842
Brenton,37.6004,-81.6351
Bluff Dale,32.3497,-98.0249
Rock,37.4417,-97.007
Gray,41.8417,-94.9859
Barstow,41.5162,-90.3566
Slate Springs,33.7417,-89.3752
North Hurley,32.7198,-108.1285
Cave Spring,35.7292,-94.7577
Ramona,38.5979,-97.0637
Chitina,61.5276,-144.2991
Sunny Slopes,37.5693,-118.6758
Zurich,39.2322,-99.4347
Rossie,43.0137,-95.1886
Guion,35.9269,-91.9389
Vivian,43.9273,-100.3011
La Minita,26.5024,-99.0735
Sleetmute,61.6516,-157.1251
Severance,39.7668,-95.2492
Cambridge,37.3177,-96.6673
Belmar,41.3055,-101.9347
Havana,45.9517,-97.6185
Pritchett,37.3701,-102.8588
Livonia,38.5549,-86.2777
St. Charles,36.8052,-83.0575
Spruce Pine,34.3928,-87.7294
West Havre,48.5471,-109.731
Nolic,32.0341,-111.9549
Hallowell,37.1733,-95.0027
Keddie,40.0059,-120.9523
Glen,45.4789,-112.6918
Gough,33.088,-82.2286
Bon Air,33.2621,-86.3319
Evansville,35.7924,-94.4911
Theba,32.9181,-112.8903
Percival,40.7513,-95.8133
Maxatawny,40.5413,-75.6919
Valencia,35.578,-105.7908
Cora,42.9576,-109.9916
Hilltown,36.729,-80.9822
Reynolds,40.0598,-97.3359
Patmos,33.5112,-93.5679
Hallett,36.2319,-96.5679
Valentine,30.5886,-104.4953
Dukedom,36.4949,-88.7163
Macon,36.4396,-78.0839
Dundee,43.844,-95.4666
Ridgeville,34.0569,-86.1029
Kanauga,38.8411,-82.1495
Fort Ripley,46.169,-94.363
Crookston,42.9263,-100.7534
Beltrami,47.5425,-96.527
Opheim,48.8571,-106.4084
Diomede,65.7536,-168.9219
Proberta,40.0761,-122.1776
Edinburg,40.0811,-93.6898
Normanna,28.5277,-97.7831
Las Nutrias,34.4699,-106.7708
Harbine,40.1916,-96.9743
Galesburg,37.4721,-95.3563
Mount Eagle,40.9799,-77.7058
Rutledge,40.3139,-92.0876
Deer Lick,36.4595,-94.7468
Kathryn,46.6812,-97.9704
Vining,41.991,-92.3873
Coney Island,36.593,-93.3972
Del Mar Heights,26.0567,-97.4236
Goff,39.6641,-95.9317
Burtrum,45.8658,-94.6874
Kenneth,43.7543,-96.0725
Ali Molina,31.9025,-111.7804
Alcova,42.5543,-106.7263
Seaforth,44.4761,-95.331
Mulberry,35.8631,-94.7014
Coleharbor,47.5425,-101.2214
Pierpont,38.8633,-92.3129
McKittrick,38.7387,-91.4443
Longford,39.1721,-97.329
Esmond,48.033,-99.7647
Coy,34.5405,-91.8713
Hunter,39.2349,-98.396
Whitmer,38.8149,-79.5451
Chautauqua,37.0241,-96.1774
Rockport,39.5391,-91.0128
Herrick,43.115,-99.1882
Hensley,34.5068,-92.2069
Melia,41.0971,-96.2768
Riverview Estates,38.7489,-94.5246
Wasola,36.7857,-92.5685
Berwyn,41.3509,-99.5007
Musella,32.8009,-84.0334
Woody,35.7081,-118.8145
Thorp,47.0656,-120.6709
Ebony,36.5759,-77.9839
Kirk,39.6127,-102.592
Maverick Mountain,45.4182,-113.1109
Happys Inn,48.0638,-115.135
Salt Rock,38.3243,-82.2172
Huntersville,38.186,-80.0152
Taos Ski Valley,36.5901,-105.437
Eagle River,47.41,-88.2647
Lanesboro,42.1828,-94.6923
Orin,42.6505,-105.1826
Boon,44.2877,-85.6013
Weott,40.3226,-123.9209
Los Ojos,36.7361,-106.5669
Church Creek,38.5036,-76.1531
Randsburg,35.368,-117.6607
Redfield,37.8366,-94.882
Standing Rock,33.0863,-85.2449
Lake Henry,45.462,-94.7965
Sasakwa,34.9468,-96.5253
Kilkenny,44.3151,-93.5741
Batesland,43.1278,-102.1017
Logan Creek,39.0626,-119.9295
Detroit,44.7338,-122.1513
Powhattan,39.7619,-95.6342
Comstock,46.6596,-96.7466
Petronila,27.6713,-97.6322
Yznaga,26.3188,-97.8153
Table Rock,39.9097,-77.2197
Chiawuli Tak,31.941,-111.7765
St. Clairsville,40.156,-78.5108
Boles,34.7861,-94.0507
Pacific Beach,47.2151,-124.1967
Collyer,39.0372,-100.1184
Gate,36.8517,-100.0552
Oklaunion,34.1294,-99.1443
Richville,46.506,-95.6263
La Boca,36.9945,-107.6065
Ionia,38.5037,-93.3236
Penton,33.009,-85.4722
Englewood,37.0405,-99.9876
Hibernia,40.9423,-74.5011
Camas,47.6179,-114.6561
Albion,34.6622,-95.0993
Kirkman,41.7287,-95.2671
Garden City,44.9593,-97.5804
Jennings,39.6806,-100.2933
Bell Center,43.2916,-90.8257
Blue Clay Farms,34.3005,-77.8917
Smithville,34.4689,-94.6461
Gray,40.6576,-78.2521
Sardis,38.5348,-83.9573
Big Lake,40.0735,-95.3518
Pingree,47.1638,-98.9086
Quinn,43.9866,-102.1264
Curlew,48.8777,-118.6046
Waterbury,42.4571,-96.7353
Union Level,36.7071,-78.2319
Warfield,36.896,-77.819
Shirley,40.4075,-89.0643
Kinsman,41.1902,-88.57
Whitewater,48.7635,-107.6303
Dolton,43.4911,-97.3848
Santiago,47.2975,-124.2327
Morningside,44.3663,-98.1836
Brant Lake,43.9308,-96.9436
Vernon,38.8014,-89.0875
Lake Davis,39.8564,-120.463
Bear Grass,35.7664,-77.129
Goodenow,41.3922,-87.6397
Montpelier,46.6987,-98.5884
Rockingham,31.5441,-82.4145
Amado,31.6968,-111.0583
Council Hill,35.5558,-95.6525
Wallace,45.0845,-97.4781
Heeney,39.8712,-106.3002
Shiro,30.6087,-95.8862
Stark,37.6898,-95.1441
Deering,36.1911,-89.8843
Mason,46.4355,-91.0599
Laporte,47.2147,-94.7573
White Lake,41.6757,-74.8322
Exeter,39.7191,-90.4961
Galesburg,47.2701,-97.4087
West Denton,38.8896,-75.8389
Rains,34.0942,-79.3214
Sierra Village,38.0765,-120.1629
Greenwich,37.7832,-97.2037
Gore,39.2627,-78.3293
Rogers,41.4643,-96.9159
Tselakai Dezza,37.21,-109.609
Zeeland,45.9731,-99.8325
Foster,38.1664,-94.5079
Leopolis,44.7654,-88.8447
Broadway,40.7356,-75.0495
Spelter,39.3432,-80.3163
Galestown,38.5633,-75.7149
Bristow,42.8408,-98.5834
Crows Nest,39.8566,-86.1691
Headrick,34.627,-99.1373
El Morro Valley,35.0362,-108.3225
Bolivar,33.6606,-91.0519
Darwin,36.2688,-117.589
Westwood,40.965,-91.6266
Hazelton,37.0894,-98.4015
Bagnell,38.2294,-92.6053
Nimmons,36.3062,-90.0951
Green Spring,39.5242,-78.6301
Thornburg,41.4557,-92.3323
Crozier,35.4227,-113.6487
Center Point,34.0318,-93.9511
Flaming Gorge,40.8889,-109.4751
New Weston,40.337,-84.6436
Holloway,45.2441,-95.9112
Colorado Acres,27.6449,-99.2143
Yale,37.4901,-94.647
Knierim,42.4563,-94.4559
Villa Verde,26.1303,-97.9956
Wolf Lake,46.8066,-95.3526
Climax,37.7191,-96.224
Claire City,45.8566,-97.1035
Waukena,36.1391,-119.511
Greenville,43.017,-95.1461
Bradley,35.8627,-120.8041
Zurich,48.5861,-109.0302
Humphreys,40.1252,-93.3196
Peach Orchard,36.2812,-90.6608
Masonville,42.4798,-91.5915
Raub,40.7294,-87.4897
Goldville,33.0842,-85.7831
Yarmouth,41.0245,-91.322
Geneva,41.562,-80.2261
Green Hill,40.4135,-87.1122
Fleming,39.1956,-94.0524
Perryville,55.9315,-159.1559
De Soto,31.9548,-84.0636
Littlefield,36.8659,-113.936
Ohlman,39.3433,-89.2186
Goodnews Bay,59.1271,-161.5753
Blaine,38.0272,-82.8413
Yarnell,41.0003,-77.8142
Beaver Bay,47.2563,-91.3065
Walters,43.6049,-93.6743
Literberry,39.8516,-90.1978
Charles City,37.344,-77.0687
King and Queen Court House,37.6683,-76.8781
Loco,34.3297,-97.6807
Whipholt,47.0436,-94.386
Haswell,38.4525,-103.1649
Balta,48.1666,-100.0369
Floral,35.5889,-91.759
Whitharral,33.7391,-102.3278
Oakwood,35.9316,-98.7031
Chalkhill,39.8461,-79.6142
La Prairie,40.1473,-91.0024
Ihlen,43.9122,-96.3709
Escudilla Bonita,34.1122,-109.0231
Satartia,32.6719,-90.5445
Akaska,45.331,-100.1208
Sylvanite,48.7063,-115.8741
Etta,35.8329,-94.9035
Watkins,41.8931,-91.985
Buena Vista,26.2941,-98.6109
Frankstown,40.4444,-78.3558
Caberfae,44.2492,-85.7256
Brentford,45.1591,-98.3223
Corona,45.3352,-96.7646
Greenwater,47.1465,-121.632
Turtle River,47.5882,-94.7581
Tamassee,34.8812,-83.0175
Vanoss,34.7578,-96.8712
Northboro,40.6073,-95.2925
Gardner,47.1445,-96.9686
Hayward,36.3959,-89.6669
Essex,48.2823,-113.6095
Buckhorn,33.0315,-108.6944
Silver Star,45.6875,-112.285
Lost Springs,38.5665,-96.9658
Menoken,46.8148,-100.5341
Mabie,39.7771,-120.5447
Green Valley,44.7969,-88.2682
Spring Hill,39.8346,-86.1926
Umbarger,34.9564,-102.1094
Lawson,33.1999,-92.4878
Vale Summit,39.6152,-78.9084
Hartman,38.1212,-102.2217
Sunol,41.1539,-102.763
Fairview,40.0573,-81.235
Joes,39.6559,-102.6786
Hoyt,35.268,-95.3002
Ono,40.4801,-122.6257
Grovespring,37.3999,-92.606
Stonyford,39.3695,-122.5438
Cornwall,41.8443,-73.3327
High Amana,41.8011,-91.9418
Eldorado,38.5841,-75.7893
Folsom,36.8478,-103.9176
Kincaid,38.0812,-95.1554
Lumber Bridge,34.8898,-79.0725
Reubens,46.3229,-116.5429
Bradley,45.0904,-97.642
Redbird,35.8871,-95.5873
Union Hill,41.1086,-88.1463
Leslie,38.418,-91.2309
Opal,41.768,-110.3242
Salineno,26.5176,-99.112
Youngsville,36.1928,-106.566
Putnam,35.8559,-98.9682
Blairstown,38.558,-93.9578
Big Foot Prairie,42.4956,-88.5983
Mappsburg,37.576,-75.7593
Clayton,42.9022,-91.1493
Cushing,41.2949,-98.3693
Elba,44.0867,-92.0169
Twilight,37.9252,-81.6176
Encino,26.9364,-98.1152
Darfur,44.0535,-94.8378
Aurora,39.452,-97.53
Dunning,41.8272,-100.1048
Bisbee,48.6272,-99.3788
Luke,39.4766,-79.0593
Sportsmans Park,45.2197,-121.3945
Pondsville,39.6234,-77.5916
Watson,40.4799,-95.6232
El Dara,39.6227,-90.9917
La Grange,35.0476,-89.2409
Klukwan,59.3987,-135.8886
Monument,39.1049,-101.0079
Gibbs,40.099,-92.4166
Easton,43.8383,-89.8049
Pataha,46.4727,-117.5445
Ozan,33.848,-93.7203
Lowes,36.8828,-88.7706
Volcano,38.4506,-120.6218
Rodriguez Camp,35.809,-119.1388
Gulf Port,40.8087,-91.0845
Everton,36.1542,-92.9096
Cusick,48.3333,-117.2944
Dennis,34.559,-88.2303
Gapland,39.4021,-77.6584
Levasy,39.1363,-94.1307
Sageville,42.5493,-90.7062
Ward,40.0722,-105.5139
Speed,35.9685,-77.4442
Sumatra,30.023,-84.9825
Wann,41.1394,-96.3632
Jericho,35.2876,-90.2305
Neosho Falls,38.0058,-95.5556
Martinsburg,42.5084,-96.8314
Highland Beach,38.9312,-76.466
Libertyville,31.2428,-86.46
Pamplin City,37.2642,-78.682
Ringo,37.5064,-94.7649
Austin,34.6423,-90.448
Fort Seneca,41.2044,-83.1679
Antioch,39.661,-81.0669
Faxon,34.4603,-98.5794
Orrtanna,39.8459,-77.3594
Rose Hill,39.1042,-88.1497
